1000
1855 11305
2065 11305
2100 11305
560 11270
1295 11270
1505 11270
1540 11270
1610 11270
1680 11270
910 11235
1365 11235
1855 11235
1925 11235
2030 11235
140 11200
945 11200
1750 10430
1820 10430
2100 10430
1750 10360
315 10325
385 10325
665 10325
735 10325
1750 10290
1820 10290
2100 10290
315 10255
735 10255
1120 10255
1190 10255
1470 10255
1540 10255
315 10185
385 10185
665 10185
735 10185
1120 10185
1540 10185
1995 10185
1120 10115
1190 10115
1470 10115
1540 10115
560 10080
840 10080
910 10080
910 10010
1365 10010
1645 10010
1715 10010
1785 10010
2100 10010
840 9940
910 9940
1715 9940
1785 9940
210 9905
280 9905
350 9905
665 9905
560 9870
1645 9870
1715 9870
1785 9870
280 9835
350 9835
1330 9835
1470 9835
210 9765
280 9765
350 9765
1015 9695
840 9660
1820 9625
1645 9590
385 9520
1190 9450
1995 9380
560 9275
1365 9205
735 9030
560 8960
630 8960
840 8960
1540 8960
490 8925
630 8925
1365 8890
1435 8890
1680 8890
105 8855
1435 8855
280 8785
910 8785
735 8715
805 8715
1120 8715
1715 8715
1890 8715
735 8680
805 8680
1540 8645
1610 8645
1890 8645
1960 8645
280 8610
735 8610
1540 8610
1610 8610
1890 8610
105 8540
175 8540
560 8540
980 8540
1085 8540
1540 8540
105 8505
175 8505
455 8505
1960 8505
910 8470
980 8470
1785 8470
1890 8470
105 8435
910 8435
980 8435
1260 8435
1330 8435
560 8400
1330 8400
1715 8400
1785 8400
350 8365
455 8365
910 8365
1330 8365
1715 8365
1785 8365
2065 8365
1330 8330
1400 8330
280 8295
350 8295
1155 8295
1260 8295
1330 8295
1715 8295
280 8260
350 8260
630 8260
700 8260
1085 8225
1155 8225
1540 8225
1960 8225
2065 8225
280 8190
700 8190
1085 8190
1155 8190
1435 8190
1505 8190
1540 8155
1610 8155
1890 8155
1960 8155
105 8120
525 8120
630 8120
700 8120
1085 8120
1505 8120
1890 8120
1960 8120
105 8050
175 8050
455 8050
525 8050
910 8050
1330 8050
1435 8050
1505 8050
1890 8050
910 7980
980 7980
1260 7980
1330 7980
1715 7980
630 7945
700 7945
1715 7910
1785 7910
2065 7910
280 7875
700 7875
1435 7875
1505 7875
280 7805
350 7805
630 7805
700 7805
1085 7805
1505 7805
1085 7735
1155 7735
1435 7735
1505 7735
805 7700
875 7700
875 7665
945 7665
1820 7665
1890 7665
875 7630
875 7595
1890 7595
70 7035
805 7000
875 6965
735 6930
805 6930
1610 6930
1680 6895
1540 6860
1610 6860
1645 6860
175 6825
1365 6825
245 6790
105 6755
175 6755
210 6755
980 6755
1050 6720
1295 6720
910 6685
980 6685
1015 6685
1785 6685
735 6650
1855 6650
2100 6650
1715 6615
1785 6615
1820 6615
350 6580
1540 6580
420 6545
665 6545
280 6510
350 6510
385 6510
1155 6510
105 6475
1225 6475
1470 6475
1085 6440
1155 6440
1190 6440
1960 6440
910 6405
2030 6405
1890 6370
1925 6370
1960 6370
1995 6370
525 6335
595 6300
840 6300
1715 6300
1925 6300
455 6265
490 6265
525 6265
560 6265
840 6265
910 6265
945 6265
1330 6265
1750 6265
1820 6265
1400 6230
1645 6230
1715 6230
490 6195
910 6195
945 6195
1015 6195
1085 6195
1260 6195
1295 6195
1330 6195
1365 6195
1645 6195
1715 6195
1750 6195
1085 6125
1295 6125
1715 6125
1750 6125
1820 6125
1890 6125
1925 6125
1890 6055
1925 6055
1995 6055
385 6020
455 6020
490 6020
455 5950
490 5950
560 5950
1190 5950
1260 5950
1295 5950
1260 5880
1295 5880
1365 5880
1995 5880
2065 5880
2065 5810
455 5775
665 5775
385 5705
455 5705
665 5705
735 5705
1260 5705
1470 5705
1120 5635
1190 5635
1260 5635
1470 5635
1540 5635
1645 5635
2065 5635
1050 5600
1120 5565
1645 5565
1715 5565
1925 5565
1995 5565
2065 5565
105 5530
210 5530
630 5530
980 5530
1015 5530
1050 5530
1085 5530
1365 5530
1435 5530
1925 5495
210 5460
280 5460
490 5460
560 5460
630 5460
1015 5460
1435 5460
1820 5460
1890 5460
490 5390
1015 5390
1085 5390
1295 5390
1365 5390
1435 5390
1820 5390
385 5355
455 5355
735 5355
1190 5320
1295 5320
1820 5320
1890 5320
385 5285
1260 5285
1540 5285
1995 5250
385 5215
455 5215
2065 5215
105 5180
560 5180
1190 5180
560 5145
630 5145
665 5145
1260 5145
1365 5110
1995 5110
630 5075
665 5075
735 5075
1365 5075
1435 5075
1470 5075
2065 5075
560 5005
630 5005
665 5005
1435 5005
1470 5005
1540 5005
665 4935
735 4935
1365 4935
1435 4935
1470 4935
105 4900
735 4900
805 4900
840 4900
1050 4900
1120 4900
1260 4900
1365 4865
1435 4865
1470 4865
1540 4865
805 4830
840 4830
910 4830
1050 4830
1855 4830
1925 4830
2065 4830
105 4760
1855 4760
420 4725
490 4725
420 4655
1225 4655
1295 4655
1330 4655
1225 4585
2100 4585
2030 4550
700 4480
735 4480
595 4445
735 4410
805 4410
1505 4410
1540 4410
1400 4375
1540 4340
1610 4340
70 4305
105 4305
105 4235
175 4235
875 4235
910 4235
770 4200
910 4165
980 4165
1680 4165
1715 4165
1575 4130
1715 4095
1785 4095
140 4025
1190 4025
1225 4025
1260 4025
350 3990
945 3955
1120 3955
1155 3955
1995 3955
2030 3955
2065 3955
1750 3885
1925 3885
1960 3885
560 3850
595 3850
630 3850
315 3780
490 3780
525 3780
1365 3780
1400 3780
1435 3780
1120 3710
1295 3710
1330 3710
875 3675
1925 3640
2100 3640
735 3605
770 3605
805 3605
875 3605
1680 3605
490 3535
665 3535
700 3535
1540 3535
1575 3535
1610 3535
1680 3535
245 3500
1470 3465
1505 3465
140 3430
175 3430
245 3430
70 3360
840 3290
1645 3220
210 3115
1015 3045
1820 2975
1505 2940
385 2870
70 2835
490 2835
700 2835
770 2835
805 2835
1085 2835
1225 2835
770 2765
805 2765
875 2765
1225 2765
1295 2765
1505 2765
1575 2765
1610 2765
1890 2765
2030 2765
1575 2695
1610 2695
1680 2695
2030 2695
2100 2695
70 2660
140 2660
455 2660
595 2660
140 2590
595 2590
665 2590
1400 2590
980 2555
1330 2555
70 2520
140 2520
1400 2520
1470 2520
980 2485
1050 2485
1260 2485
1330 2485
1785 2485
630 2450
700 2450
1785 2415
1855 2415
2065 2415
350 2380
700 2380
1435 2380
1505 2380
350 2310
420 2310
630 2310
700 2310
1155 2310
1505 2310
245 2240
315 2240
1155 2240
1225 2240
1435 2240
1505 2240
1960 2240
805 2205
315 2170
1050 2170
1120 2170
1960 2170
2030 2170
525 2135
1610 2135
175 2100
245 2100
315 2100
1120 2100
1855 2100
1925 2100
525 2065
595 2065
1330 2065
175 2030
245 2030
315 2030
770 2030
980 2030
1050 2030
1120 2030
1925 2030
420 1995
490 1995
1330 1995
1400 1995
980 1960
1050 1960
1120 1960
1575 1960
1785 1960
1855 1960
1925 1960
490 1925
1225 1925
1295 1925
700 1890
1785 1890
1855 1890
1925 1890
140 1855
350 1855
420 1855
490 1855
1295 1855
2030 1855
2100 1855
665 1820
700 1820
735 1820
770 1820
350 1785
420 1785
490 1785
2100 1785
595 1750
665 1750
665 1715
665 1680
665 1645
735 1645
1470 1575
1540 1575
105 1470
840 1400
910 1400
1645 1330
1715 1330
210 1225
280 1225
1015 1155
1085 1155
1820 1085
1890 1085
385 980
455 980
1190 910
1260 910
1995 840
2065 840
560 735
630 735
1435 700
2100 700
665 595
735 595
735 525
805 525
1470 525
1540 525
945 490
665 455
735 455
805 455
1540 455
1610 455
560 420
945 420
1015 420
1750 420
595 385
665 385
735 385
805 385
1190 385
1400 385
1470 385
1540 385
1610 385
840 350
910 350
1750 350
1820 350
1400 315
1470 315
1540 315
1610 315
1995 315
105 280
910 280
1015 280
1085 280
1470 245
1540 245
1610 245
1085 210
1820 210
1890 210
105 140
770 140
840 140
1890 140
385 105
840 70
910 70
1575 70
840 13895
1015 13580
175 10885
665 10885
1505 10885
1715 10815
280 10640
1120 10500
280 9520
1085 9450
1890 9380
455 9275
1260 9205
2065 9135
630 9030
1435 8960
805 8785
1610 8715
175 8610
1820 4480
385 4375
1190 4305
1995 4235
560 4130
1085 3395
1890 3325
455 3220
1260 3150
2065 3080
630 2975
875 1645
1470 1645
1680 1575
245 1470
840 1470
1050 1400
1645 1400
1855 1330
210 1295
420 1225
1015 1225
1225 1155
1820 1155
2030 1085
385 1050
595 980
1190 980
1400 910
1995 910
560 805
770 735
